path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/ArchiveA/Original Media/180331Haridwar.mp4,180331Haridwar.mp4,3840,2160,3840x2160,h264,12.5125,91910944,87.65 MB,11488868,80422076,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0002.mp4,C0002.mp4,3840,2160,3840x2160,h264,12.5125,91910944,87.65 MB,11488868,80422076,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/ArchiveA/Original Media/180331Haridwar.mp4,180331Haridwar.mp4,3840,2160,3840x2160,h264,12.5125,91910944,87.65 MB,11488868,80422076,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0002.mp4,C0002.mp4,3840,2160,3840x2160,h264,12.5125,91910944,87.65 MB,11488868,80422076,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/ArchiveA/Original Media/180331Haridwar.mp4,180331Haridwar.mp4,3840,2160,3840x2160,h264,12.5125,91910944,87.65 MB,11488868,80422076,87.5
/Volumes/Promise Pegasus/Selfies/180404.MP4,180404.MP4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0003.MP4,C0003.MP4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0003.mp4,C0003.mp4,3840,2160,3840x2160,h264,13.013,91642034,87.40 MB,11455254,80186780,87.50000027280058
/Volumes/Promise Pegasus/Walkabout2018/180306ChandysWindyWoods/Selfie.MP4,Selfie.MP4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180306ChandysWindyWoods/Original Media/Selfie.mp4,Selfie.mp4,3840,2160,3840x2160,h264,13.013,91236115,87.01 MB,11404514,79831601,87.50000041102145
/Volumes/Promise Pegasus/Walkabout2018/iPadBackup/REC_0001 1.MP4,REC_0001 1.MP4,3840,2160,3840x2160,h264,18.2182,91197272,86.97 MB,11399659,79797613,87.5
/Volumes/Promise Pegasus/Selfies/180407.MP4,180407.MP4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0021.MP4,C0021.MP4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0021.mp4,C0021.mp4,3840,2160,3840x2160,h264,13.013,90073686,85.90 MB,11259210,78814476,87.50000083265161
/Volumes/Promise Pegasus/Selfies/180414.MP4,180414.MP4,3840,2160,3840x2160,h264,12.5125,89467582,85.32 MB,11183447,78284135,87.50000083829246
/Volumes/Promise Pegasus/Walkabout2018/180408Gerloczy/C0004.MP4,C0004.MP4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/180408Gerloczy/180408PaulGerloczy.fcpbundle/180408PaulGerloczyInterview/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180408Gerloczy/Original Media/C0004.mp4,C0004.mp4,3840,2160,3840x2160,h264,12.5125,89264534,85.13 MB,11158066,78106468,87.5000008401993
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0042.MP4,C0042.MP4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0042.mp4,C0042.mp4,3840,2160,3840x2160,h264,12.012,88989649,84.87 MB,11123706,77865943,87.50000014046577
/Volumes/Promise Pegasus/Selfies/180531.MP4,180531.MP4,3840,2160,3840x2160,h264,12.012,86888721,82.86 MB,10861090,76027631,87.50000014386217
/Volumes/Promise Pegasus/Selfies/180430.MP4,180430.MP4,3840,2160,3840x2160,h264,12.012,86398516,82.40 MB,10799814,75598702,87.50000057871364
/Volumes/Promise Pegasus/Selfies/180417.MP4,180417.MP4,3840,2160,3840x2160,h264,12.012,85286365,81.34 MB,10660795,74625570,87.50000073282523
/Volumes/Promise Pegasus/Selfies/180324.MP4,180324.MP4,3840,2160,3840x2160,h264,12.012,85198697,81.25 MB,10649837,74548860,87.50000014671586
/Volumes/Promise Pegasus/Selfies/180406.MP4,180406.MP4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0020.MP4,C0020.MP4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0020.mp4,C0020.mp4,3840,2160,3840x2160,h264,12.012,84302116,80.40 MB,10537764,73764352,87.50000059310491
/Volumes/Promise Pegasus/Walkabout2018/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/C0012.MP4,C0012.MP4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180325WhatDoesAGuyNeedToDoToGetADrinkAroundHere/Original Media/C0012.mp4,C0012.mp4,3840,2160,3840x2160,h264,10.5105,84253984,80.35 MB,10531748,73722236,87.5
/Volumes/Promise Pegasus/Selfies/180518.MP4,180518.MP4,3840,2160,3840x2160,h264,12.012,84232934,80.33 MB,10529116,73703818,87.50000089038808
/Volumes/Promise Pegasus/Walkabout2018/iPadBackup/REC_0002 1.MP4,REC_0002 1.MP4,3840,2160,3840x2160,h264,16.750067,83638447,79.76 MB,10454805,73183642,87.5000010461696
/Volumes/Promise Pegasus/Selfies/180412.MP4,180412.MP4,3840,2160,3840x2160,h264,11.5115,82636421,78.81 MB,10329552,72306869,87.50000075632511
/Volumes/Promise Pegasus/Walkabout2018/180313VillageWalkAfterRushHour/REC_0001.MP4,REC_0001.MP4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
