path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180313VillageWalkAfterRushHour/Original Media/REC_0001.mp4,REC_0001.mp4,3840,2160,3840x2160,h264,16.349667,82451960,78.63 MB,10306495,72145465,87.5
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0008.MP4,REC_0008.MP4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0008.mp4,REC_0008.mp4,3840,2160,3840x2160,h264,16.233333,80832090,77.09 MB,10104011,70728079,87.50000030928311
/Volumes/Promise Pegasus/2012 Laguna FergiDotCom Archive/170529NewCKFFamilyArchive/FergiArchive/History/CostaRica2016/IMG_6129.m4v,IMG_6129.m4v,720,1280,720x1280,h264,86.33,80495874,76.77 MB,90557858,-10061984,-12.499999689425076
/Volumes/Promise Pegasus/Selfies/180513.MP4,180513.MP4,3840,2160,3840x2160,h264,12.012,79974253,76.27 MB,9996781,69977472,87.50000078150151
/Volumes/Promise Pegasus/Walkabout2018/180323SunriseRowboatWIthSanjay/C0005.MP4,C0005.MP4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180323ASunriseRowboatWIthSanjay/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,11.5115,79636291,75.95 MB,9954536,69681755,87.50000047089084
/Volumes/Promise Pegasus/Selfies/180411.MP4,180411.MP4,3840,2160,3840x2160,h264,11.011,79280748,75.61 MB,9910093,69370655,87.50000063067014
/Volumes/Promise Pegasus/Selfies/180428.MP4,180428.MP4,3840,2160,3840x2160,h264,11.011,79217433,75.55 MB,9902179,69315254,87.50000015779355
/Volumes/Promise Pegasus/Selfies/180413.MP4,180413.MP4,3840,2160,3840x2160,h264,11.5115,78735761,75.09 MB,9841970,68893791,87.50000015875887
/Volumes/Promise Pegasus/Selfies/180415.MP4,180415.MP4,3840,2160,3840x2160,h264,11.011,77922880,74.31 MB,9740360,68182520,87.5
/Volumes/Promise Pegasus/Walkabout2018/180317iPhoneVideoHouseboat/IMG_2733.MOV,IMG_2733.MOV,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/IMG_2733.mov,IMG_2733.mov,1080,1920,1080x1920,h264,38.54,77073396,73.50 MB,38536698,38536698,50.0
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0018.MP4,REC_0018.MP4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0018.mp4,REC_0018.mp4,3840,2160,3840x2160,h264,15.4,76713176,73.16 MB,9589147,67124029,87.5
/Volumes/Promise Pegasus/2012 Laguna FergiDotCom Archive/170529NewCKFFamilyArchive/FergiArchive/History/CostaRica2016/IMG_6138.m4v,IMG_6138.m4v,720,1280,720x1280,h264,81.993333,76173111,72.64 MB,85694749,-9521638,-12.49999885130069
/Volumes/Promise Pegasus/Walkabout2018/180331BaptismOfStJohnHaridwar/C0007.MP4,C0007.MP4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331BaptismOfStJohnHaridwar/Original Media/C0007.mp4,C0007.mp4,3840,2160,3840x2160,h264,10.5105,74368616,70.92 MB,9296077,65072539,87.5
/Volumes/Promise Pegasus/Walkabout2018/180316TeaBungalowToAlleppyHouseboat/Camera1/C0012.MP4,C0012.MP4,3840,2160,3840x2160,h264,10.5105,72412145,69.06 MB,9051518,63360627,87.50000017262298
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0017.MP4,C0017.MP4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0017.mp4,C0017.mp4,3840,2160,3840x2160,h264,9.5095,68966882,65.77 MB,8620860,60346022,87.50000036249283
/Volumes/Promise Pegasus/Selfies/180405.MP4,180405.MP4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0018.MP4,C0018.MP4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0018.mp4,C0018.mp4,3840,2160,3840x2160,h264,9.5095,68693948,65.51 MB,8586743,60107205,87.50000072786615
